,i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural,total,under_4,frac_under_4,under_9,frac_under_9
44,45,2000,Metropolitana,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0,5,1,0.2,3,0.6
45,46,2000,Metropolitana,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
46,47,2000,Metropolitana,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1.386294361,0,4,0,0.0,0,0.0
47,48,2000,Metropolitana,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,2,0.5
48,49,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0.0,0,0.0
49,50,2000,Metropolitana,1,0,2,0,0,0,0,0,1,1,0,0,0,1,1.791759469,0,6,1,0.16666666666666666,3,0.5
50,51,2000,Metropolitana,0,0,0,1,0,1,2,0,0,0,0,1,1,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
51,52,2000,Metropolitana,0,0,0,0,2,0,0,1,0,0,2,1,1,1,2.079441542,0,8,0,0.0,0,0.0
52,53,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
53,54,2000,Metropolitana,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
54,55,2000,Metropolitana,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1.386294361,0,4,0,0.0,0,0.0
55,56,2000,Metropolitana,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
56,57,2000,Metropolitana,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,0,0.0
57,58,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0,3,0,0.0,0,0.0
58,59,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
59,60,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
60,61,2000,Metropolitana,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
61,62,2000,Metropolitana,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
62,63,2000,Metropolitana,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
63,64,2000,Metropolitana,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,0,2,1,0.5,1,0.5
64,65,2000,Metropolitana,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
65,66,2000,Metropolitana,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
66,67,2000,Metropolitana,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
67,68,2000,Metropolitana,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
68,69,2000,Metropolitana,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
69,70,2000,Metropolitana,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1.386294361,0,4,0,0.0,0,0.0
70,71,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,0,3,0,0.0,0,0.0
71,72,2000,Metropolitana,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
72,73,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
73,74,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.098612289,0,3,0,0.0,0,0.0
74,75,2000,Metropolitana,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
75,76,2000,Metropolitana,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
76,77,2000,Metropolitana,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
77,78,2000,Metropolitana,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
78,79,2000,Metropolitana,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1.791759469,0,6,0,0.0,2,0.3333333333333333
79,80,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
80,81,2000,Metropolitana,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,2,0.4
81,82,2000,Metropolitana,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
82,83,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806,0,2,0,0.0,0,0.0
83,84,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1.386294361,0,4,0,0.0,0,0.0
84,85,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289,0,3,0,0.0,0,0.0
85,86,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806,0,2,0,0.0,0,0.0
86,87,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0.0
87,88,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
88,89,2000,Metropolitana,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,0,4,1,0.25,2,0.5
89,90,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
90,91,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.098612289,0,3,0,0.0,0,0.0
91,92,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
92,93,2000,Metropolitana,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.098612289,0,3,0,0.0,0,0.0
93,94,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
94,95,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.386294361,0,4,0,0.0,0,0.0
95,96,2000,Metropolitana,1,0,0,1,0,0,0,1,2,1,1,0,1,0,2.079441542,0,8,1,0.125,2,0.25
96,97,2000,Metropolitana,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1.791759469,0,6,0,0.0,0,0.0
97,98,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
98,99,2000,Metropolitana,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
99,100,2000,Metropolitana,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
100,101,2000,Metropolitana,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0,5,0,0.0,3,0.6
101,102,2000,Metropolitana,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1.098612289,0,3,0,0.0,0,0.0
102,103,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
103,104,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
104,105,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
105,106,2000,Metropolitana,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
106,107,2000,Metropolitana,0,0,0,0,2,0,1,0,1,0,0,1,1,0,1.791759469,0,6,0,0.0,0,0.0
107,108,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
108,109,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
109,110,2000,Metropolitana,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1.098612289,0,3,0,0.0,0,0.0
110,111,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
111,112,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
112,113,2000,Metropolitana,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.098612289,0,3,0,0.0,0,0.0
113,114,2000,Metropolitana,1,0,1,0,1,0,1,1,0,2,0,1,1,1,2.302585093,0,10,1,0.1,2,0.2
114,115,2000,Metropolitana,0,0,0,1,1,0,0,0,1,2,2,0,1,1,2.197224577,0,9,0,0.0,1,0.1111111111111111
115,116,2000,Metropolitana,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
116,117,2000,Metropolitana,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1.609437912,0,5,2,0.4,3,0.6
117,118,2000,Metropolitana,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1.609437912,0,5,1,0.2,1,0.2
118,119,2000,Metropolitana,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1.609437912,0,5,0,0.0,0,0.0
119,120,2000,Metropolitana,1,1,2,1,2,0,0,0,0,1,0,1,0,0,2.197224577,0,9,2,0.2222222222222222,5,0.5555555555555556
120,121,2000,Metropolitana,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.098612289,0,3,0,0.0,0,0.0
121,122,2000,Metropolitana,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.386294361,0,4,0,0.0,1,0.25
122,123,2000,Metropolitana,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,1,0.25
123,124,2000,Metropolitana,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
124,125,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
125,126,2000,Metropolitana,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
126,127,2000,Metropolitana,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,0,0.0
127,128,2000,Metropolitana,1,0,1,0,2,0,0,0,0,0,1,1,0,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
128,129,2000,Metropolitana,1,0,1,2,2,0,0,0,1,1,0,0,0,0,2.079441542,0,8,1,0.125,4,0.5
129,130,2000,Metropolitana,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1.609437912,0,5,1,0.2,3,0.6
130,131,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
131,132,2000,Metropolitana,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1.609437912,0,5,0,0.0,0,0.0
132,133,2000,Metropolitana,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1.386294361,0,4,0,0.0,1,0.25
133,134,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.098612289,0,3,0,0.0,0,0.0
134,135,2000,Metropolitana,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,2,0.2857142857142857
135,136,2000,Metropolitana,1,1,0,0,1,1,2,0,0,0,1,1,0,0,2.079441542,0,8,2,0.25,2,0.25
136,137,2000,Metropolitana,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1.386294361,0,4,2,0.5,3,0.75
137,138,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
138,139,2000,Metropolitana,1,0,0,0,0,0,2,2,1,1,0,1,0,0,2.079441542,0,8,1,0.125,1,0.125
139,140,2000,Metropolitana,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.386294361,0,4,0,0.0,0,0.0
140,141,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0.0,0,0.0
141,142,2000,Metropolitana,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
142,143,2000,Metropolitana,1,0,0,1,0,0,0,0,2,1,0,0,1,1,1.945910149,0,7,1,0.14285714285714285,2,0.2857142857142857
143,144,2000,Metropolitana,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
144,145,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
145,146,2000,Metropolitana,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1.945910149,0,7,1,0.14285714285714285,2,0.2857142857142857
146,147,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
147,148,2000,Metropolitana,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1.386294361,0,4,0,0.0,2,0.5
148,149,2000,Metropolitana,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.098612289,0,3,0,0.0,2,0.6666666666666666
149,150,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,0,0.0
150,151,2000,Metropolitana,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289,0,3,2,0.6666666666666666,2,0.6666666666666666
151,152,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
152,153,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0.0
153,154,2000,Metropolitana,0,0,0,1,1,1,0,0,1,0,1,2,0,2,2.197224577,0,9,0,0.0,1,0.1111111111111111
154,155,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.386294361,0,4,0,0.0,0,0.0
155,156,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0,2,0,0.0,0,0.0
156,157,2000,Metropolitana,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,1,0.25
157,158,2000,Metropolitana,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1.609437912,0,5,0,0.0,0,0.0
158,159,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
159,160,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
160,161,2000,Metropolitana,0,0,0,0,0,0,0,1,2,0,1,0,1,1,1.791759469,0,6,0,0.0,0,0.0
161,162,2000,Metropolitana,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.386294361,0,4,0,0.0,0,0.0
162,163,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361,0,4,1,0.25,1,0.25
163,164,2000,Metropolitana,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
164,165,2000,Metropolitana,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,0,0.0
165,166,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1.098612289,0,3,0,0.0,0,0.0
166,167,2000,Metropolitana,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1.609437912,0,5,0,0.0,0,0.0
167,168,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806,0,2,0,0.0,0,0.0
168,169,2000,Metropolitana,1,1,0,1,0,0,0,1,0,0,1,2,0,0,1.945910149,0,7,2,0.2857142857142857,3,0.42857142857142855
169,170,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
170,171,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289,0,3,0,0.0,0,0.0
171,172,2000,Metropolitana,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1.791759469,0,6,0,0.0,0,0.0
172,173,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
173,174,2000,Metropolitana,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1.609437912,0,5,0,0.0,0,0.0
174,175,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
175,176,2000,Metropolitana,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.098612289,0,3,0,0.0,1,0.3333333333333333
176,177,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1.609437912,0,5,0,0.0,0,0.0
177,178,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
178,179,2000,Metropolitana,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1.609437912,0,5,3,0.6,3,0.6
179,180,2000,Metropolitana,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
180,181,2000,Metropolitana,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1.609437912,0,5,0,0.0,0,0.0
181,182,2000,Metropolitana,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
182,183,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
183,184,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
184,185,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
185,186,2000,Metropolitana,0,0,2,0,0,0,0,1,0,0,1,1,0,1,1.791759469,0,6,0,0.0,2,0.3333333333333333
186,187,2000,Metropolitana,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
187,188,2000,Metropolitana,1,1,0,0,0,0,0,0,1,2,0,0,1,0,1.791759469,0,6,2,0.3333333333333333,2,0.3333333333333333
188,189,2000,Metropolitana,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1.609437912,0,5,0,0.0,0,0.0
189,190,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.098612289,0,3,0,0.0,0,0.0
190,191,2000,Metropolitana,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
191,192,2000,Metropolitana,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1.609437912,0,5,1,0.2,2,0.4
192,193,2000,Metropolitana,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
193,194,2000,Metropolitana,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1.386294361,0,4,0,0.0,0,0.0
194,195,2000,Metropolitana,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
195,196,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
196,197,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806,0,2,0,0.0,0,0.0
197,198,2000,Metropolitana,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1.609437912,0,5,0,0.0,0,0.0
198,199,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
199,200,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.098612289,0,3,0,0.0,0,0.0
200,201,2000,Metropolitana,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
201,202,2000,Metropolitana,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1.609437912,0,5,1,0.2,2,0.4
202,203,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
203,204,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
204,205,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
205,206,2000,Metropolitana,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1.609437912,0,5,2,0.4,2,0.4
206,207,2000,Metropolitana,0,1,0,1,1,0,1,1,0,1,1,1,2,1,2.397895273,0,11,1,0.09090909090909091,2,0.18181818181818182
207,208,2000,Metropolitana,0,0,0,0,1,0,1,0,0,2,1,1,0,0,1.791759469,0,6,0,0.0,0,0.0
208,209,2000,Metropolitana,1,0,2,1,0,0,0,0,0,1,2,1,0,0,2.079441542,0,8,1,0.125,4,0.5
209,210,2000,Metropolitana,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
210,211,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
211,212,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.098612289,0,3,0,0.0,0,0.0
212,213,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0.0,0,0.0
213,214,2000,Metropolitana,0,0,0,0,1,0,0,1,2,1,0,1,0,0,1.791759469,0,6,0,0.0,0,0.0
214,215,2000,Metropolitana,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,0,4,1,0.25,2,0.5
215,216,2000,Metropolitana,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
216,217,2000,Metropolitana,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
217,218,2000,Metropolitana,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
218,219,2000,Metropolitana,0,1,0,1,2,2,1,0,0,0,1,2,0,0,2.302585093,0,10,1,0.1,2,0.2
219,220,2000,Metropolitana,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1.609437912,0,5,1,0.2,2,0.4
220,221,2000,Metropolitana,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,0,2,1,0.5,1,0.5
221,222,2000,Metropolitana,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1.609437912,0,5,1,0.2,1,0.2
222,223,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
223,224,2000,Metropolitana,0,0,1,1,0,1,1,1,0,1,1,1,0,0,2.079441542,0,8,0,0.0,2,0.25
224,225,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
225,226,2000,Metropolitana,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
226,227,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
227,228,2000,Metropolitana,0,0,1,0,2,1,0,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
228,229,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
229,230,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1.386294361,0,4,0,0.0,0,0.0
230,231,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1.386294361,0,4,0,0.0,0,0.0
231,232,2000,Metropolitana,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1.609437912,0,5,0,0.0,1,0.2
232,233,2000,Metropolitana,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1.609437912,0,5,0,0.0,0,0.0
233,234,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.386294361,0,4,0,0.0,0,0.0
234,235,2000,Metropolitana,1,0,0,2,0,0,0,0,0,0,1,2,1,1,2.079441542,0,8,1,0.125,3,0.375
235,236,2000,Metropolitana,1,0,0,1,0,0,0,0,2,1,0,1,1,0,1.945910149,0,7,1,0.14285714285714285,2,0.2857142857142857
236,237,2000,Metropolitana,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
237,238,2000,Metropolitana,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1.791759469,0,6,0,0.0,1,0.16666666666666666
238,239,2000,Metropolitana,0,1,0,1,0,0,1,0,0,2,0,1,0,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
239,240,2000,Metropolitana,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.098612289,0,3,0,0.0,0,0.0
240,241,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
241,242,2000,Metropolitana,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
242,243,2000,Metropolitana,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1.386294361,0,4,2,0.5,2,0.5
243,244,2000,Metropolitana,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1.098612289,0,3,0,0.0,0,0.0
244,245,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361,0,4,0,0.0,0,0.0
245,246,2000,Metropolitana,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1.791759469,0,6,0,0.0,0,0.0
246,247,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
247,248,2000,Metropolitana,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
248,249,2000,Metropolitana,0,0,0,0,0,2,1,1,0,0,1,1,0,0,1.791759469,0,6,0,0.0,0,0.0
249,250,2000,Metropolitana,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1.609437912,0,5,0,0.0,0,0.0
250,251,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
251,252,2000,Metropolitana,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
252,253,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
253,254,2000,Metropolitana,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1.609437912,0,5,1,0.2,2,0.4
254,255,2000,Metropolitana,0,1,0,1,0,0,0,0,2,2,1,0,0,0,1.945910149,0,7,1,0.14285714285714285,2,0.2857142857142857
