,i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural,total,under_4,frac_under_4,under_9,frac_under_9
1468,1469,2000,Central,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
1469,1470,2000,Central,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1.609437912,0,5,0,0.0,1,0.2
1470,1471,2000,Central,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1.386294361,0,4,0,0.0,0,0.0
1471,1472,2000,Central,0,1,0,0,1,0,0,0,0,2,1,1,0,0,1.791759469,0,6,1,0.16666666666666666,1,0.16666666666666666
1472,1473,2000,Central,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1.386294361,0,4,0,0.0,0,0.0
1473,1474,2000,Central,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
1474,1475,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
1475,1476,2000,Central,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
1476,1477,2000,Central,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1.386294361,0,4,1,0.25,1,0.25
1477,1478,2000,Central,1,0,0,2,1,1,0,1,0,0,1,1,0,0,2.079441542,0,8,1,0.125,3,0.375
1478,1479,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
1479,1480,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
1521,1522,2000,Central,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1.386294361,0,4,0,0.0,0,0.0
1522,1523,2000,Central,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1.609437912,0,5,1,0.2,2,0.4
1523,1524,2000,Central,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
1524,1525,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
1525,1526,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
1526,1527,2000,Central,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
1527,1528,2000,Central,0,0,0,0,0,1,0,1,2,1,0,1,1,0,1.945910149,0,7,0,0.0,0,0.0
1528,1529,2000,Central,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.386294361,0,4,1,0.25,1,0.25
1529,1530,2000,Central,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
1530,1531,2000,Central,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1.609437912,0,5,2,0.4,2,0.4
1531,1532,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
1532,1533,2000,Central,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
1533,1534,2000,Central,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
1534,1535,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
1535,1536,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912,0,5,1,0.2,1,0.2
1536,1537,2000,Central,0,1,0,0,0,1,0,0,0,0,1,3,1,1,2.079441542,0,8,1,0.125,1,0.125
1537,1538,2000,Central,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
1538,1539,2000,Central,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0,4,1,0.25,2,0.5
1539,1540,2000,Central,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1.945910149,0,7,0,0.0,1,0.14285714285714285
1540,1541,2000,Central,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,0,0.0,2,0.5
1541,1542,2000,Central,0,0,0,0,0,2,0,2,2,0,1,1,0,0,2.079441542,0,8,0,0.0,0,0.0
1542,1543,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
1543,1544,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
1544,1545,2000,Central,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,0,4,1,0.25,2,0.5
1545,1546,2000,Central,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
1546,1547,2000,Central,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1.609437912,0,5,0,0.0,2,0.4
1547,1548,2000,Central,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,1,0.25
1548,1549,2000,Central,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
1549,1550,2000,Central,0,0,0,0,0,0,1,0,3,0,0,0,1,1,1.791759469,0,6,0,0.0,0,0.0
1550,1551,2000,Central,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1.791759469,0,6,1,0.16666666666666666,3,0.5
1551,1552,2000,Central,1,0,0,0,0,0,2,0,2,2,1,1,0,0,2.197224577,0,9,1,0.1111111111111111,1,0.1111111111111111
1552,1553,2000,Central,0,1,1,1,1,1,1,2,1,0,1,1,0,0,2.397895273,0,11,1,0.09090909090909091,3,0.2727272727272727
1553,1554,2000,Central,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1.609437912,0,5,1,0.2,2,0.4
1554,1555,2000,Central,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
1555,1556,2000,Central,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1.791759469,0,6,0,0.0,0,0.0
1556,1557,2000,Central,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1.945910149,0,7,1,0.14285714285714285,1,0.14285714285714285
1557,1558,2000,Central,0,2,0,1,0,1,0,0,1,1,0,0,0,0,1.791759469,0,6,2,0.3333333333333333,3,0.5
1558,1559,2000,Central,0,1,1,2,1,0,0,1,0,1,1,0,0,0,2.079441542,0,8,1,0.125,4,0.5
1593,1594,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0.0,0,0.0
1594,1595,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
1595,1596,2000,Central,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1.609437912,0,5,0,0.0,1,0.2
1596,1597,2000,Central,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,2,0.4,3,0.6
1597,1598,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
1598,1599,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912,0,5,1,0.2,1,0.2
1599,1600,2000,Central,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,2,0.6666666666666666
1600,1601,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
1601,1602,2000,Central,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469,0,6,2,0.3333333333333333,4,0.6666666666666666
1602,1603,2000,Central,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469,0,6,2,0.3333333333333333,4,0.6666666666666666
1603,1604,2000,Central,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,0,4,1,0.25,2,0.5
1604,1605,2000,Central,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1.386294361,0,4,0,0.0,0,0.0
1605,1606,2000,Central,1,0,1,1,2,0,2,1,1,1,1,1,0,0,2.48490665,0,12,1,0.08333333333333333,3,0.25
1654,1655,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
1655,1656,2000,Central,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1.098612289,0,3,0,0.0,0,0.0
1656,1657,2000,Central,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912,0,5,1,0.2,2,0.4
1657,1658,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
1658,1659,2000,Central,0,2,0,0,2,0,0,0,0,2,1,1,1,0,2.197224577,0,9,2,0.2222222222222222,2,0.2222222222222222
1659,1660,2000,Central,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
1660,1661,2000,Central,0,0,1,1,0,1,2,0,1,0,0,1,0,0,1.945910149,0,7,0,0.0,2,0.2857142857142857
1661,1662,2000,Central,0,0,0,2,2,0,0,1,0,0,1,1,0,0,1.945910149,0,7,0,0.0,2,0.2857142857142857
1662,1663,2000,Central,0,0,0,1,0,0,2,0,1,1,0,0,1,1,1.945910149,0,7,0,0.0,1,0.14285714285714285
1663,1664,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
1664,1665,2000,Central,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1.609437912,0,5,0,0.0,2,0.4
1676,1677,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
1677,1678,2000,Central,0,0,2,0,0,2,1,0,0,0,1,1,0,0,1.945910149,0,7,0,0.0,2,0.2857142857142857
1678,1679,2000,Central,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
1679,1680,2000,Central,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1.386294361,0,4,0,0.0,0,0.0
1680,1681,2000,Central,1,0,0,2,2,0,1,0,1,1,1,1,0,0,2.302585093,0,10,1,0.1,3,0.3
1681,1682,2000,Central,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
1682,1683,2000,Central,0,1,0,0,0,1,1,2,2,0,0,0,2,1,2.302585093,0,10,1,0.1,1,0.1
1683,1684,2000,Central,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
1684,1685,2000,Central,0,0,0,0,1,0,1,1,2,0,0,1,1,0,1.945910149,0,7,0,0.0,0,0.0
1685,1686,2000,Central,0,0,2,1,0,1,1,0,0,0,1,1,0,0,1.945910149,0,7,0,0.0,3,0.42857142857142855
1686,1687,2000,Central,0,2,1,0,0,2,1,0,2,2,1,1,0,0,2.48490665,0,12,2,0.16666666666666666,3,0.25
1727,1728,2000,Central,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,1,0.2,3,0.6
1728,1729,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
1729,1730,2000,Central,1,0,0,2,2,0,2,0,0,0,0,1,0,0,2.079441542,0,8,1,0.125,3,0.375
1730,1731,2000,Central,0,0,1,1,0,1,1,0,3,0,0,0,0,1,2.079441542,0,8,0,0.0,2,0.25
1731,1732,2000,Central,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
1732,1733,2000,Central,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1.609437912,0,5,1,0.2,2,0.4
1733,1734,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
1734,1735,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
1735,1736,2000,Central,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1.609437912,0,5,0,0.0,0,0.0
1736,1737,2000,Central,0,1,0,0,0,0,1,0,1,3,0,0,1,1,2.079441542,0,8,1,0.125,1,0.125
1737,1738,2000,Central,1,0,1,1,2,0,1,0,1,0,1,1,0,0,2.197224577,0,9,1,0.1111111111111111,3,0.3333333333333333
1771,1772,2000,Central,0,0,0,0,0,0,1,1,0,2,0,0,1,1,1.791759469,0,6,0,0.0,0,0.0
1772,1773,2000,Central,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,2,0.4
1773,1774,2000,Central,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1.609437912,0,5,0,0.0,2,0.4
1774,1775,2000,Central,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1.386294361,0,4,0,0.0,2,0.5
1775,1776,2000,Central,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
1776,1777,2000,Central,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
1777,1778,2000,Central,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1.609437912,0,5,0,0.0,3,0.6
1778,1779,2000,Central,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
1779,1780,2000,Central,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,0,4,1,0.25,2,0.5
1780,1781,2000,Central,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
1781,1782,2000,Central,1,0,0,3,0,1,0,0,0,1,1,0,0,0,1.945910149,0,7,1,0.14285714285714285,4,0.5714285714285714
1782,1783,2000,Central,0,1,0,2,0,0,0,2,0,0,0,1,1,0,1.945910149,0,7,1,0.14285714285714285,3,0.42857142857142855
1783,1784,2000,Central,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
1784,1785,2000,Central,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1.945910149,0,7,0,0.0,2,0.2857142857142857
1785,1786,2000,Central,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.098612289,0,3,0,0.0,0,0.0
1786,1787,2000,Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0.0,0,0.0
1787,1788,2000,Central,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361,0,4,1,0.25,2,0.5
1788,1789,2000,Central,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
1789,1790,2000,Central,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
1790,1791,2000,Central,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
1791,1792,2000,Central,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1.098612289,0,3,1,0.3333333333333333,2,0.6666666666666666
1792,1793,2000,Central,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1.386294361,0,4,0,0.0,1,0.25
1793,1794,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
1794,1795,2000,Central,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,2,0.4,3,0.6
1795,1796,2000,Central,1,2,0,1,0,0,0,0,1,1,0,0,0,0,1.791759469,0,6,3,0.5,4,0.6666666666666666
1796,1797,2000,Central,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.098612289,0,3,0,0.0,0,0.0
1797,1798,2000,Central,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1.609437912,0,5,1,0.2,1,0.2
1798,1799,2000,Central,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1.609437912,0,5,0,0.0,0,0.0
1799,1800,2000,Central,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
1800,1801,2000,Central,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
1801,1802,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
1802,1803,2000,Central,0,1,0,2,1,0,0,0,0,0,0,1,1,0,1.791759469,0,6,1,0.16666666666666666,3,0.5
1803,1804,2000,Central,1,3,0,0,0,0,0,0,1,2,0,0,1,1,2.197224577,0,9,4,0.4444444444444444,4,0.4444444444444444
1804,1805,2000,Central,1,0,0,0,1,1,1,1,0,1,0,1,1,0,2.079441542,0,8,1,0.125,1,0.125
1805,1806,2000,Central,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289,0,3,0,0.0,0,0.0
1806,1807,2000,Central,0,1,0,2,0,0,1,0,0,1,0,1,0,0,1.791759469,0,6,1,0.16666666666666666,3,0.5
1807,1808,2000,Central,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
1808,1809,2000,Central,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1.945910149,0,7,2,0.2857142857142857,2,0.2857142857142857
1809,1810,2000,Central,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1.386294361,0,4,0,0.0,1,0.25
1810,1811,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
1846,1847,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
1847,1848,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
1848,1849,2000,Central,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
1849,1850,2000,Central,0,0,0,1,2,0,2,0,0,0,1,1,0,0,1.945910149,0,7,0,0.0,1,0.14285714285714285
1850,1851,2000,Central,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,2,0.5,2,0.5
1851,1852,2000,Central,2,0,0,2,1,0,0,1,1,0,1,1,0,0,2.197224577,0,9,2,0.2222222222222222,4,0.4444444444444444
1852,1853,2000,Central,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0,2,0,0.0,0,0.0
1853,1854,2000,Central,0,1,0,0,0,0,0,1,3,0,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,1,0.14285714285714285
1854,1855,2000,Central,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,2,0.6666666666666666
1855,1856,2000,Central,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,2,0.4,3,0.6
1939,1940,2000,Central,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,0,0.0
1940,1941,2000,Central,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1.609437912,0,5,1,0.2,2,0.4
1941,1942,2000,Central,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0,2,0,0.0,0,0.0
1942,1943,2000,Central,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1.386294361,0,4,2,0.5,2,0.5
1943,1944,2000,Central,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1.386294361,0,4,1,0.25,2,0.5
1944,1945,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
1945,1946,2000,Central,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
1946,1947,2000,Central,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
1947,1948,2000,Central,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1.609437912,0,5,1,0.2,2,0.4
1948,1949,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
1949,1950,2000,Central,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
1950,1951,2000,Central,1,0,1,1,1,1,1,0,1,0,1,1,0,0,2.197224577,0,9,1,0.1111111111111111,3,0.3333333333333333
1951,1952,2000,Central,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1.386294361,0,4,1,0.25,3,0.75
1952,1953,2000,Central,0,1,2,0,1,1,1,0,1,3,1,1,0,0,2.48490665,0,12,1,0.08333333333333333,3,0.25
1953,1954,2000,Central,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1.609437912,0,5,0,0.0,1,0.2
1954,1955,2000,Central,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1.791759469,0,6,0,0.0,1,0.16666666666666666
1955,1956,2000,Central,0,3,1,2,0,0,0,0,1,1,1,1,0,1,2.397895273,0,11,3,0.2727272727272727,6,0.5454545454545454
1956,1957,2000,Central,0,0,2,0,2,0,1,0,1,0,1,1,0,0,2.079441542,0,8,0,0.0,2,0.25
1957,1958,2000,Central,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0,3,0,0.0,0,0.0
1958,1959,2000,Central,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1.945910149,0,7,1,0.14285714285714285,2,0.2857142857142857
1959,1960,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0.0
1960,1961,2000,Central,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1.386294361,0,4,0,0.0,0,0.0
1961,1962,2000,Central,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
1962,1963,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289,0,3,0,0.0,0,0.0
1963,1964,2000,Central,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.386294361,0,4,0,0.0,0,0.0
1964,1965,2000,Central,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1.609437912,0,5,1,0.2,2,0.4
1965,1966,2000,Central,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1.609437912,0,5,0,0.0,2,0.4
1966,1967,2000,Central,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
1967,1968,2000,Central,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.386294361,0,4,0,0.0,0,0.0
1968,1969,2000,Central,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361,0,4,0,0.0,1,0.25
1969,1970,2000,Central,0,0,2,0,0,0,1,1,3,1,0,1,1,1,2.397895273,0,11,0,0.0,2,0.18181818181818182
1970,1971,2000,Central,0,0,0,1,1,0,1,2,0,1,0,0,1,1,2.079441542,0,8,0,0.0,1,0.125
2052,2053,2000,Central,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1.609437912,0,5,0,0.0,0,0.0
2053,2054,2000,Central,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
2054,2055,2000,Central,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1.609437912,0,5,0,0.0,0,0.0
2055,2056,2000,Central,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1.386294361,0,4,0,0.0,0,0.0
2056,2057,2000,Central,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2057,2058,2000,Central,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
2058,2059,2000,Central,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
2059,2060,2000,Central,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1.609437912,0,5,0,0.0,1,0.2
2060,2061,2000,Central,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
2061,2062,2000,Central,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
2062,2063,2000,Central,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289,0,3,0,0.0,0,0.0
2238,2239,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1.098612289,0,3,0,0.0,0,0.0
2239,2240,2000,Suroriente,1,0,0,1,0,2,0,0,0,0,1,1,0,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
2240,2241,2000,Suroriente,1,0,1,0,2,0,0,0,0,1,1,0,0,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
2241,2242,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
2242,2243,2000,Suroriente,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,2,0.4,3,0.6
2243,2244,2000,Suroriente,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
2244,2245,2000,Suroriente,1,0,1,1,1,2,0,0,0,0,1,1,0,0,2.079441542,0,8,1,0.125,3,0.375
2245,2246,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
2246,2247,2000,Suroriente,1,0,0,0,0,0,0,0,3,3,0,1,0,0,2.079441542,0,8,1,0.125,1,0.125
2247,2248,2000,Suroriente,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1.945910149,0,7,0,0.0,0,0.0
2248,2249,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
2249,2250,2000,Suroriente,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806,0,2,0,0.0,0,0.0
2250,2251,2000,Suroriente,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1.609437912,0,5,0,0.0,0,0.0
2251,2252,2000,Suroriente,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1.386294361,0,4,0,0.0,1,0.25
2252,2253,2000,Suroriente,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1.386294361,0,4,0,0.0,1,0.25
2253,2254,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
2254,2255,2000,Suroriente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2255,2256,2000,Suroriente,2,0,0,2,0,0,0,0,0,1,1,0,0,0,1.791759469,0,6,2,0.3333333333333333,4,0.6666666666666666
2256,2257,2000,Suroriente,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0,4,2,0.5,2,0.5
2257,2258,2000,Suroriente,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
2258,2259,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
2259,2260,2000,Suroriente,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1.386294361,0,4,1,0.25,1,0.25
2272,2273,2000,Suroriente,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1.386294361,0,4,0,0.0,0,0.0
2273,2274,2000,Suroriente,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.386294361,0,4,0,0.0,0,0.0
2274,2275,2000,Suroriente,0,0,0,0,3,0,1,1,0,1,0,0,1,1,2.079441542,0,8,0,0.0,0,0.0
2275,2276,2000,Suroriente,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,1,0.2,3,0.6
