,i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural,total,under_4,frac_under_4,under_9,frac_under_9
3627,3628,2000,Suroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
3628,3629,2000,Suroccidente,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1.609437912,1,5,0,0.0,0,0.0
3629,3630,2000,Suroccidente,4,1,2,3,1,1,0,1,0,1,1,1,1,0,2.833213344,1,17,5,0.29411764705882354,10,0.5882352941176471
3630,3631,2000,Suroccidente,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.386294361,1,4,0,0.0,1,0.25
3631,3632,2000,Suroccidente,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,2,0.4,3,0.6
3632,3633,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,1,2,0,0.0,0,0.0
3633,3634,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1,2,0,0.0,0,0.0
3634,3635,2000,Suroccidente,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1.791759469,1,6,1,0.16666666666666666,2,0.3333333333333333
3635,3636,2000,Suroccidente,1,0,2,0,1,1,0,0,0,1,0,0,0,0,1.791759469,1,6,1,0.16666666666666666,3,0.5
3636,3637,2000,Suroccidente,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912,1,5,1,0.2,1,0.2
3637,3638,2000,Suroccidente,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1.791759469,1,6,0,0.0,0,0.0
3638,3639,2000,Suroccidente,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361,1,4,0,0.0,0,0.0
3639,3640,2000,Suroccidente,0,0,2,0,1,1,1,0,0,0,1,1,0,0,1.945910149,1,7,0,0.0,2,0.2857142857142857
3640,3641,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0.0
3641,3642,2000,Suroccidente,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1.609437912,1,5,1,0.2,3,0.6
3642,3643,2000,Suroccidente,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1.791759469,1,6,2,0.3333333333333333,4,0.6666666666666666
3643,3644,2000,Suroccidente,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1.609437912,1,5,0,0.0,0,0.0
3644,3645,2000,Suroccidente,0,0,1,0,2,0,0,0,2,0,3,0,0,1,2.197224577,1,9,0,0.0,1,0.1111111111111111
3645,3646,2000,Suroccidente,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1.609437912,1,5,0,0.0,1,0.2
3646,3647,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289,1,3,0,0.0,0,0.0
3647,3648,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.098612289,1,3,0,0.0,0,0.0
3648,3649,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1,2,0,0.0,0,0.0
3649,3650,2000,Suroccidente,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1.609437912,1,5,0,0.0,0,0.0
3650,3651,2000,Suroccidente,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,1,0.2,3,0.6
3651,3652,2000,Suroccidente,0,0,1,2,0,0,0,0,2,1,0,1,0,0,1.945910149,1,7,0,0.0,3,0.42857142857142855
3652,3653,2000,Suroccidente,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1.386294361,1,4,0,0.0,0,0.0
3653,3654,2000,Suroccidente,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,0,0.0,2,0.5
3654,3655,2000,Suroccidente,0,0,0,0,0,0,0,1,1,0,2,0,1,1,1.791759469,1,6,0,0.0,0,0.0
3655,3656,2000,Suroccidente,1,0,1,0,1,0,0,0,0,2,1,0,0,1,1.945910149,1,7,1,0.14285714285714285,2,0.2857142857142857
3656,3657,2000,Suroccidente,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1.098612289,1,3,0,0.0,0,0.0
3657,3658,2000,Suroccidente,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.098612289,1,3,0,0.0,1,0.3333333333333333
3658,3659,2000,Suroccidente,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1.791759469,1,6,0,0.0,1,0.16666666666666666
3659,3660,2000,Suroccidente,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1.386294361,1,4,1,0.25,1,0.25
3660,3661,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0.0
3661,3662,2000,Suroccidente,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
3662,3663,2000,Suroccidente,0,0,0,0,0,0,1,2,0,1,1,1,0,0,1.791759469,1,6,0,0.0,0,0.0
3663,3664,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806,1,2,0,0.0,0,0.0
3664,3665,2000,Suroccidente,1,0,0,1,2,1,1,0,0,1,1,1,1,0,2.302585093,1,10,1,0.1,2,0.2
3665,3666,2000,Suroccidente,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1.609437912,1,5,1,0.2,1,0.2
3666,3667,2000,Suroccidente,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1.386294361,1,4,1,0.25,1,0.25
3667,3668,2000,Suroccidente,2,0,0,1,1,0,0,1,0,0,1,1,0,0,1.945910149,1,7,2,0.2857142857142857,3,0.42857142857142855
3668,3669,2000,Suroccidente,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1.386294361,1,4,0,0.0,2,0.5
3669,3670,2000,Suroccidente,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1.609437912,1,5,1,0.2,2,0.4
3670,3671,2000,Suroccidente,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1.386294361,1,4,0,0.0,1,0.25
3671,3672,2000,Suroccidente,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1.609437912,1,5,0,0.0,0,0.0
3672,3673,2000,Suroccidente,1,0,0,0,0,1,2,1,1,0,0,0,1,0,1.945910149,1,7,1,0.14285714285714285,1,0.14285714285714285
3673,3674,2000,Suroccidente,0,0,0,1,2,0,1,2,1,0,0,1,1,0,2.197224577,1,9,0,0.0,1,0.1111111111111111
3674,3675,2000,Suroccidente,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1.386294361,1,4,1,0.25,1,0.25
3675,3676,2000,Suroccidente,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1.791759469,1,6,1,0.16666666666666666,2,0.3333333333333333
3676,3677,2000,Suroccidente,1,0,0,2,0,1,1,1,0,0,1,1,0,0,2.079441542,1,8,1,0.125,3,0.375
3677,3678,2000,Suroccidente,0,0,1,0,0,1,0,2,0,0,1,1,0,1,1.945910149,1,7,0,0.0,1,0.14285714285714285
3678,3679,2000,Suroccidente,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1.386294361,1,4,0,0.0,0,0.0
3679,3680,2000,Suroccidente,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1.386294361,1,4,1,0.25,1,0.25
3680,3681,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1,2,0,0.0,0,0.0
3681,3682,2000,Suroccidente,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.386294361,1,4,0,0.0,0,0.0
3682,3683,2000,Suroccidente,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1.791759469,1,6,0,0.0,1,0.16666666666666666
3683,3684,2000,Suroccidente,0,1,0,1,2,0,0,0,0,0,1,1,0,0,1.791759469,1,6,1,0.16666666666666666,2,0.3333333333333333
3684,3685,2000,Suroccidente,0,0,2,1,1,0,1,0,0,0,1,1,1,0,2.079441542,1,8,0,0.0,3,0.375
3685,3686,2000,Suroccidente,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1.386294361,1,4,0,0.0,0,0.0
3686,3687,2000,Suroccidente,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912,1,5,1,0.2,2,0.4
3687,3688,2000,Suroccidente,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1.609437912,1,5,0,0.0,1,0.2
3688,3689,2000,Suroccidente,2,0,0,1,0,2,1,1,0,1,1,1,0,0,2.302585093,1,10,2,0.2,3,0.3
3689,3690,2000,Suroccidente,0,1,1,0,2,0,1,0,0,0,1,1,0,0,1.945910149,1,7,1,0.14285714285714285,2,0.2857142857142857
3759,3760,2000,Noroccidente,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289,1,3,0,0.0,0,0.0
3760,3761,2000,Noroccidente,0,1,0,1,1,1,2,0,0,0,1,1,0,0,2.079441542,1,8,1,0.125,2,0.25
3761,3762,2000,Noroccidente,0,0,3,0,1,1,1,0,0,0,1,1,0,1,2.197224577,1,9,0,0.0,3,0.3333333333333333
3762,3763,2000,Noroccidente,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1.609437912,1,5,0,0.0,0,0.0
3763,3764,2000,Noroccidente,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806,1,2,0,0.0,0,0.0
3764,3765,2000,Noroccidente,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1.609437912,1,5,0,0.0,0,0.0
3765,3766,2000,Noroccidente,0,0,0,0,1,1,3,0,0,0,1,1,0,0,1.945910149,1,7,0,0.0,0,0.0
3766,3767,2000,Noroccidente,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,1,0.2,3,0.6
3767,3768,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912,1,5,1,0.2,1,0.2
3768,3769,2000,Noroccidente,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1.609437912,1,5,0,0.0,0,0.0
3769,3770,2000,Noroccidente,0,2,1,0,1,1,2,1,1,0,1,1,0,0,2.397895273,1,11,2,0.18181818181818182,3,0.2727272727272727
3770,3771,2000,Noroccidente,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.386294361,1,4,1,0.25,2,0.5
3771,3772,2000,Noroccidente,0,0,0,0,0,0,2,0,1,2,1,1,0,0,1.945910149,1,7,0,0.0,0,0.0
3772,3773,2000,Noroccidente,1,1,1,1,0,2,0,0,0,0,1,1,0,0,2.079441542,1,8,2,0.25,4,0.5
3773,3774,2000,Noroccidente,0,1,1,0,0,1,3,0,1,1,1,1,0,0,2.302585093,1,10,1,0.1,2,0.2
3774,3775,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0.0
3775,3776,2000,Noroccidente,1,1,2,0,1,0,0,1,0,0,1,1,0,0,2.079441542,1,8,2,0.25,4,0.5
3776,3777,2000,Noroccidente,1,0,1,0,0,1,0,2,1,1,0,0,1,1,2.197224577,1,9,1,0.1111111111111111,2,0.2222222222222222
3777,3778,2000,Noroccidente,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1.609437912,1,5,0,0.0,0,0.0
3778,3779,2000,Noroccidente,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1.386294361,1,4,0,0.0,1,0.25
3779,3780,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0.0
3791,3792,2000,Noroccidente,0,0,0,0,2,0,1,1,0,0,1,1,0,0,1.791759469,1,6,0,0.0,0,0.0
3792,3793,2000,Noroccidente,0,1,0,3,0,0,0,0,0,0,1,0,0,1,1.791759469,1,6,1,0.16666666666666666,4,0.6666666666666666
3793,3794,2000,Noroccidente,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,1,2,0,0.0,0,0.0
3794,3795,2000,Noroccidente,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1.386294361,1,4,0,0.0,0,0.0
3795,3796,2000,Noroccidente,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1.609437912,1,5,0,0.0,1,0.2
3796,3797,2000,Noroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
3797,3798,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.098612289,1,3,0,0.0,0,0.0
3798,3799,2000,Noroccidente,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289,1,3,0,0.0,1,0.3333333333333333
3799,3800,2000,Noroccidente,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1.609437912,1,5,0,0.0,1,0.2
3800,3801,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,0,0.0,0,0.0
3801,3802,2000,Noroccidente,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,2,0.4,3,0.6
3802,3803,2000,Noroccidente,0,2,2,3,0,0,1,0,1,2,0,0,0,0,2.397895273,1,11,2,0.18181818181818182,7,0.6363636363636364
3803,3804,2000,Noroccidente,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.098612289,1,3,0,0.0,1,0.3333333333333333
3804,3805,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912,1,5,1,0.2,1,0.2
3805,3806,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1.609437912,1,5,0,0.0,0,0.0
3806,3807,2000,Noroccidente,1,0,0,0,0,0,0,0,2,1,0,0,1,0,1.609437912,1,5,1,0.2,1,0.2
3807,3808,2000,Noroccidente,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,1,0.2,3,0.6
3808,3809,2000,Noroccidente,0,1,2,0,2,0,0,2,0,0,1,1,0,0,2.197224577,1,9,1,0.1111111111111111,3,0.3333333333333333
3809,3810,2000,Noroccidente,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1.386294361,1,4,1,0.25,1,0.25
3810,3811,2000,Noroccidente,0,0,0,0,0,2,1,0,1,0,1,1,0,0,1.791759469,1,6,0,0.0,0,0.0
3811,3812,2000,Noroccidente,1,0,2,1,0,1,0,0,0,1,1,0,0,0,1.945910149,1,7,1,0.14285714285714285,4,0.5714285714285714
3812,3813,2000,Noroccidente,2,0,1,1,1,1,1,1,1,0,1,1,0,0,2.397895273,1,11,2,0.18181818181818182,4,0.36363636363636365
3813,3814,2000,Noroccidente,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.098612289,1,3,0,0.0,1,0.3333333333333333
3814,3815,2000,Noroccidente,0,1,1,2,1,0,0,0,1,1,0,0,0,1,2.079441542,1,8,1,0.125,4,0.5
3815,3816,2000,Noroccidente,1,0,0,2,1,0,1,0,0,0,1,1,0,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
3816,3817,2000,Noroccidente,0,1,2,1,0,1,0,0,2,0,0,0,1,1,2.197224577,1,9,1,0.1111111111111111,4,0.4444444444444444
3817,3818,2000,Noroccidente,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469,1,6,2,0.3333333333333333,4,0.6666666666666666
3818,3819,2000,Noroccidente,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,3,0.6,3,0.6
3819,3820,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.098612289,1,3,0,0.0,0,0.0
3820,3821,2000,Noroccidente,0,1,1,1,1,1,0,1,1,0,1,1,0,0,2.197224577,1,9,1,0.1111111111111111,3,0.3333333333333333
3821,3822,2000,Noroccidente,1,0,2,0,0,0,0,0,0,1,1,0,0,1,1.791759469,1,6,1,0.16666666666666666,3,0.5
3822,3823,2000,Noroccidente,0,0,0,1,1,0,1,3,1,0,1,1,0,0,2.197224577,1,9,0,0.0,1,0.1111111111111111
3823,3824,2000,Noroccidente,0,1,0,3,0,0,0,0,1,1,0,0,0,0,1.791759469,1,6,1,0.16666666666666666,4,0.6666666666666666
3824,3825,2000,Noroccidente,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1.609437912,1,5,0,0.0,0,0.0
3825,3826,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
3826,3827,2000,Noroccidente,2,0,0,2,0,2,0,0,0,1,1,0,0,0,2.079441542,1,8,2,0.25,4,0.5
3827,3828,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1.386294361,1,4,0,0.0,0,0.0
3828,3829,2000,Noroccidente,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,2,0.6666666666666666
3829,3830,2000,Noroccidente,0,2,0,1,0,0,0,0,1,1,0,0,1,1,1.945910149,1,7,2,0.2857142857142857,3,0.42857142857142855
3830,3831,2000,Noroccidente,0,1,0,1,1,2,0,0,0,0,1,1,1,2,2.302585093,1,10,1,0.1,2,0.2
3831,3832,2000,Noroccidente,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1.609437912,1,5,0,0.0,0,0.0
3832,3833,2000,Noroccidente,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1.791759469,1,6,2,0.3333333333333333,4,0.6666666666666666
3833,3834,2000,Noroccidente,0,0,1,0,1,0,2,0,0,1,0,0,1,1,1.945910149,1,7,0,0.0,1,0.14285714285714285
3834,3835,2000,Noroccidente,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1.609437912,1,5,1,0.2,2,0.4
3835,3836,2000,Noroccidente,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
3836,3837,2000,Noroccidente,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,2,0.4,3,0.6
3837,3838,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.386294361,1,4,0,0.0,0,0.0
3838,3839,2000,Noroccidente,0,0,2,0,1,1,1,1,0,0,1,1,0,0,2.079441542,1,8,0,0.0,2,0.25
3839,3840,2000,Noroccidente,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
3840,3841,2000,Noroccidente,0,1,1,0,0,1,1,1,1,0,1,0,1,1,2.197224577,1,9,1,0.1111111111111111,2,0.2222222222222222
3841,3842,2000,Noroccidente,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
3842,3843,2000,Noroccidente,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
3843,3844,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1,2,0,0.0,0,0.0
3844,3845,2000,Noroccidente,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,0,0.0,2,0.5
3845,3846,2000,Noroccidente,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
3846,3847,2000,Noroccidente,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
3847,3848,2000,Noroccidente,0,0,0,1,1,1,2,1,0,0,1,1,0,0,2.079441542,1,8,0,0.0,1,0.125
3848,3849,2000,Noroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
3849,3850,2000,Noroccidente,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1.609437912,1,5,1,0.2,1,0.2
3850,3851,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
3851,3852,2000,Noroccidente,0,2,1,2,2,0,2,0,0,1,1,1,0,0,2.48490665,1,12,2,0.16666666666666666,5,0.4166666666666667
3852,3853,2000,Noroccidente,1,0,2,1,1,0,0,0,1,1,0,0,0,0,1.945910149,1,7,1,0.14285714285714285,4,0.5714285714285714
3853,3854,2000,Noroccidente,1,0,2,0,0,1,0,0,0,0,1,1,0,0,1.791759469,1,6,1,0.16666666666666666,3,0.5
3854,3855,2000,Noroccidente,0,1,0,0,0,1,1,1,1,1,1,1,0,0,2.079441542,1,8,1,0.125,1,0.125
3855,3856,2000,Noroccidente,0,0,0,2,1,0,1,0,0,0,1,1,0,0,1.791759469,1,6,0,0.0,2,0.3333333333333333
3856,3857,2000,Noroccidente,1,0,2,0,1,1,1,0,0,0,1,1,0,0,2.079441542,1,8,1,0.125,3,0.375
3857,3858,2000,Noroccidente,1,0,1,0,1,2,1,1,0,1,1,1,0,0,2.302585093,1,10,1,0.1,2,0.2
3858,3859,2000,Noroccidente,2,0,1,1,0,2,0,0,0,0,1,2,1,1,2.397895273,1,11,2,0.18181818181818182,4,0.36363636363636365
3859,3860,2000,Noroccidente,0,1,0,1,1,2,0,3,1,0,1,1,0,0,2.397895273,1,11,1,0.09090909090909091,2,0.18181818181818182
3860,3861,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806,1,2,0,0.0,0,0.0
3861,3862,2000,Noroccidente,0,0,0,2,1,1,2,0,0,0,1,1,0,0,2.079441542,1,8,0,0.0,2,0.25
3862,3863,2000,Noroccidente,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289,1,3,0,0.0,1,0.3333333333333333
3863,3864,2000,Noroccidente,2,0,1,2,0,2,1,0,0,0,1,1,0,0,2.302585093,1,10,2,0.2,5,0.5
3864,3865,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1,2,0,0.0,0,0.0
3865,3866,2000,Noroccidente,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1.609437912,1,5,0,0.0,0,0.0
3866,3867,2000,Noroccidente,0,2,2,1,2,0,0,1,0,0,1,1,0,0,2.302585093,1,10,2,0.2,5,0.5
3867,3868,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,1,3,0,0.0,0,0.0
3868,3869,2000,Noroccidente,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1.386294361,1,4,0,0.0,1,0.25
3869,3870,2000,Noroccidente,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1.386294361,1,4,1,0.25,1,0.25
3870,3871,2000,Noroccidente,0,1,0,1,0,1,2,0,0,0,0,1,1,0,1.945910149,1,7,1,0.14285714285714285,2,0.2857142857142857
3871,3872,2000,Noroccidente,1,0,1,1,1,1,1,2,0,0,1,1,0,0,2.302585093,1,10,1,0.1,3,0.3
3872,3873,2000,Noroccidente,2,0,1,1,0,0,1,0,0,3,1,0,1,0,2.302585093,1,10,2,0.2,4,0.4
3873,3874,2000,Noroccidente,0,2,0,0,0,0,2,1,2,1,1,1,0,0,2.302585093,1,10,2,0.2,2,0.2
3874,3875,2000,Noroccidente,0,3,1,1,0,0,0,0,1,1,0,0,0,1,2.079441542,1,8,3,0.375,5,0.625
3875,3876,2000,Noroccidente,3,0,1,0,3,2,2,0,1,1,1,1,1,1,2.833213344,1,17,3,0.17647058823529413,4,0.23529411764705882
3876,3877,2000,Noroccidente,0,0,0,0,0,0,2,1,0,2,0,0,0,1,1.791759469,1,6,0,0.0,0,0.0
3877,3878,2000,Noroccidente,0,0,2,1,1,0,1,1,0,0,0,1,1,0,2.079441542,1,8,0,0.0,3,0.375
3878,3879,2000,Noroccidente,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1.945910149,1,7,2,0.2857142857142857,5,0.7142857142857143
3879,3880,2000,Noroccidente,1,1,0,2,0,0,0,0,1,1,0,0,0,0,1.791759469,1,6,2,0.3333333333333333,4,0.6666666666666666
3880,3881,2000,Noroccidente,0,1,0,2,1,0,0,1,0,0,1,1,0,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
3881,3882,2000,Noroccidente,1,2,2,1,0,0,0,0,0,1,1,0,1,0,2.197224577,1,9,3,0.3333333333333333,6,0.6666666666666666
3882,3883,2000,Noroccidente,1,2,0,2,0,2,1,1,2,2,1,1,0,0,2.708050201,1,15,3,0.2,5,0.3333333333333333
3883,3884,2000,Noroccidente,0,1,1,0,0,3,0,0,0,0,1,1,0,0,1.945910149,1,7,1,0.14285714285714285,2,0.2857142857142857
3884,3885,2000,Noroccidente,0,0,0,0,0,2,3,0,0,0,1,1,0,0,1.945910149,1,7,0,0.0,0,0.0
3885,3886,2000,Noroccidente,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
3886,3887,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,0,0.0,0,0.0
3887,3888,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,0,0.0,0,0.0
3888,3889,2000,Noroccidente,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1.791759469,1,6,0,0.0,2,0.3333333333333333
3889,3890,2000,Noroccidente,0,0,0,0,0,1,1,0,2,0,0,1,1,0,1.791759469,1,6,0,0.0,0,0.0
3890,3891,2000,Noroccidente,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1.609437912,1,5,0,0.0,0,0.0
3891,3892,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
3892,3893,2000,Noroccidente,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1.609437912,1,5,0,0.0,0,0.0
3905,3906,2000,Noroccidente,2,0,0,0,1,0,1,0,2,1,1,1,0,0,2.197224577,1,9,2,0.2222222222222222,2,0.2222222222222222
3906,3907,2000,Noroccidente,1,0,0,1,0,0,0,0,1,2,0,0,1,1,1.945910149,1,7,1,0.14285714285714285,2,0.2857142857142857
3907,3908,2000,Noroccidente,2,0,2,0,2,0,0,0,1,1,0,0,1,0,2.197224577,1,9,2,0.2222222222222222,4,0.4444444444444444
3908,3909,2000,Noroccidente,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
3909,3910,2000,Noroccidente,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,1,4,1,0.25,2,0.5
3910,3911,2000,Noroccidente,2,0,2,0,1,1,1,0,0,1,1,1,1,1,2.48490665,1,12,2,0.16666666666666666,4,0.3333333333333333
3911,3912,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1,2,0,0.0,0,0.0
3912,3913,2000,Noroccidente,2,0,1,1,1,1,0,1,2,2,0,1,1,0,2.564949357,1,13,2,0.15384615384615385,4,0.3076923076923077
3913,3914,2000,Noroccidente,1,0,1,2,0,1,0,0,1,1,0,0,0,1,2.079441542,1,8,1,0.125,4,0.5
3914,3915,2000,Noroccidente,0,1,0,0,1,2,2,1,2,1,0,0,1,2,2.564949357,1,13,1,0.07692307692307693,1,0.07692307692307693
3915,3916,2000,Noroccidente,0,1,0,1,2,0,2,1,1,2,1,1,0,0,2.48490665,1,12,1,0.08333333333333333,2,0.16666666666666666
3916,3917,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,1,0,0.0,0,0.0
3917,3918,2000,Noroccidente,0,1,1,1,0,2,0,1,1,0,1,1,0,0,2.197224577,1,9,1,0.1111111111111111,3,0.3333333333333333
3918,3919,2000,Noroccidente,0,0,0,2,0,1,2,0,0,0,1,1,0,0,1.945910149,1,7,0,0.0,2,0.2857142857142857
3919,3920,2000,Noroccidente,0,0,0,0,2,1,1,0,0,0,1,1,0,0,1.791759469,1,6,0,0.0,0,0.0
