i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99
4417,2000,Noroccidente,0,0,0,0,0,0,0,0,1,1,1,0,0,0
4418,2000,Noroccidente,0,1,1,0,0,0,1,0,2,1,0,1,1,0
4419,2000,Noroccidente,0,1,1,2,1,0,0,0,0,1,1,0,0,0
4420,2000,Noroccidente,0,1,0,2,1,1,1,0,1,1,1,0,1,1
4421,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4422,2000,Noroccidente,0,0,0,1,0,0,1,1,0,0,0,1,0,1
4423,2000,Noroccidente,0,0,2,1,0,1,1,0,0,1,1,1,0,0
4424,2000,Noroccidente,1,2,1,0,2,1,0,1,1,0,1,1,0,0
4425,2000,Noroccidente,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4426,2000,Noroccidente,0,2,0,3,0,0,1,0,0,0,0,1,1,0
4427,2000,Noroccidente,0,3,1,2,0,1,0,0,0,1,0,0,0,0
4428,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4429,2000,Noroccidente,1,0,1,1,0,0,0,0,1,1,0,0,0,0
4430,2000,Noroccidente,0,0,0,0,2,0,0,1,0,1,0,0,1,1
4431,2000,Noroccidente,2,0,0,0,0,0,0,0,0,1,1,0,0,0
4432,2000,Noroccidente,1,0,2,1,2,0,0,1,0,0,1,1,0,0
4433,2000,Noroccidente,1,1,0,1,0,2,2,0,0,0,1,1,0,0
4434,2000,Noroccidente,0,0,0,0,0,1,1,0,0,0,0,1,0,0
4435,2000,Noroccidente,0,0,0,0,0,0,1,2,1,0,1,1,0,0
4436,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,2,0,1,1
4437,2000,Noroccidente,2,0,0,0,0,0,0,0,0,1,1,0,0,0
4438,2000,Noroccidente,0,0,1,0,0,0,1,0,0,0,0,0,1,1
4439,2000,Noroccidente,0,1,0,1,0,1,0,0,0,1,1,0,0,0
4440,2000,Noroccidente,0,0,1,2,0,1,1,1,0,0,1,1,0,0
4441,2000,Noroccidente,0,2,1,1,0,0,1,0,0,1,1,0,0,0
4442,2000,Noroccidente,0,0,0,0,0,0,0,0,1,1,0,0,1,1
4443,2000,Noroccidente,1,0,2,1,2,0,0,0,0,1,1,0,0,0
4444,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4445,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,1,1,1,1
4446,2000,Noroccidente,0,0,0,0,0,1,1,0,2,1,0,0,1,1
4447,2000,Noroccidente,0,1,0,2,0,1,0,0,0,1,1,0,0,0
4448,2000,Noroccidente,1,0,0,0,0,0,0,0,2,1,0,0,0,1
4449,2000,Noroccidente,0,0,1,0,0,1,0,0,0,0,0,1,1,0
4450,2000,Noroccidente,0,1,1,0,2,2,0,0,1,0,1,2,0,0
4451,2000,Noroccidente,2,0,0,0,0,0,0,0,1,1,0,0,0,0
4452,2000,Noroccidente,0,0,2,0,1,0,0,0,0,1,0,1,1,0
4453,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4454,2000,Noroccidente,0,0,0,0,0,1,0,1,1,1,0,0,1,0
4455,2000,Noroccidente,0,1,1,2,2,0,1,1,0,0,1,1,0,0
4456,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4457,2000,Noroccidente,2,0,0,2,2,0,0,1,0,0,1,1,0,0
4458,2000,Noroccidente,1,1,0,0,0,0,0,0,0,1,2,0,1,1
4459,2000,Noroccidente,1,1,0,0,0,0,0,1,1,0,0,0,0,0
4460,2000,Noroccidente,0,0,0,0,1,0,2,0,0,0,0,1,1,0
4461,2000,Noroccidente,2,1,2,0,1,1,0,1,2,1,1,1,0,0
4462,2000,Noroccidente,0,0,0,1,1,1,3,0,0,0,1,1,0,0
4463,2000,Noroccidente,1,0,0,0,0,1,1,1,0,0,1,1,0,0
4464,2000,Noroccidente,1,0,1,1,3,1,0,1,0,0,0,1,1,0
4465,2000,Noroccidente,1,0,1,0,1,1,0,0,0,0,1,1,0,0
4466,2000,Noroccidente,1,1,2,0,0,0,0,0,0,1,1,0,0,0
4467,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4468,2000,Noroccidente,2,0,0,0,0,0,0,0,1,1,0,0,0,0
4469,2000,Noroccidente,0,1,1,1,0,0,0,0,1,1,0,0,0,0
4470,2000,Noroccidente,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4471,2000,Noroccidente,1,1,0,1,0,0,0,0,1,1,0,0,0,0
4472,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4473,2000,Noroccidente,0,0,0,0,1,0,0,2,1,0,0,1,1,0
4474,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4475,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4476,2000,Noroccidente,0,1,0,1,1,0,0,0,1,0,0,0,1,1
4477,2000,Noroccidente,1,1,0,1,1,0,0,0,0,1,1,0,0,0
4478,2000,Noroccidente,1,1,2,0,0,1,0,0,0,0,1,1,0,0
4479,2000,Noroccidente,1,1,1,0,0,0,0,0,1,1,0,0,0,0
4480,2000,Noroccidente,0,0,2,0,2,1,0,0,0,0,1,1,0,0
4481,2000,Noroccidente,0,0,1,1,1,0,0,0,0,1,1,0,0,0
4482,2000,Noroccidente,1,1,0,2,1,1,0,0,0,1,0,0,1,0
4483,2000,Noroccidente,2,0,1,0,1,1,0,0,0,1,1,0,0,0
4484,2000,Noroccidente,1,0,0,1,1,1,1,0,0,1,0,0,1,1
4485,2000,Noroccidente,0,3,1,2,1,1,1,1,0,0,1,1,1,0
4486,2000,Noroccidente,0,0,0,1,0,1,1,0,1,0,1,1,0,0
4487,2000,Noroccidente,0,0,1,0,0,0,3,0,0,0,0,0,1,1
4488,2000,Noroccidente,1,0,2,0,0,0,0,0,1,1,0,0,0,0
4489,2000,Noroccidente,0,2,1,1,0,2,1,0,0,1,1,0,0,0
4490,2000,Noroccidente,2,0,0,1,0,1,0,0,0,1,1,0,0,0
4491,2000,Noroccidente,1,0,1,1,1,1,0,0,0,0,1,1,0,0
4492,2000,Noroccidente,0,0,0,0,0,0,2,0,0,0,0,0,1,1
4493,2000,Noroccidente,0,1,1,1,2,0,0,0,0,0,1,1,0,0
4494,2000,Noroccidente,0,0,2,0,1,1,1,0,0,0,1,1,0,0
4495,2000,Noroccidente,0,1,2,0,0,0,0,0,1,1,0,0,0,0
4496,2000,Noroccidente,0,0,0,0,1,0,1,1,0,0,1,1,0,0
4497,2000,Noroccidente,0,0,0,0,0,1,1,1,0,1,0,1,0,0
4498,2000,Noroccidente,0,2,0,0,0,0,0,1,0,0,0,0,0,1
4499,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,2,1
4500,2000,Noroccidente,0,0,0,0,1,0,0,0,0,0,0,1,1,0
4501,2000,Noroccidente,0,0,0,0,1,1,0,1,1,1,1,1,0,0
4502,2000,Noroccidente,0,0,0,0,1,0,1,0,0,0,0,0,1,2
4503,2000,Noroccidente,1,0,0,0,0,1,1,1,0,0,0,1,1,0
4504,2000,Noroccidente,1,0,0,0,0,1,0,0,0,1,1,1,0,0
4505,2000,Noroccidente,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4506,2000,Noroccidente,0,0,1,0,2,0,0,0,1,0,1,1,0,1
4507,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4508,2000,Noroccidente,0,0,1,0,0,1,0,1,0,1,1,0,0,0
4509,2000,Noroccidente,0,1,1,1,0,1,0,0,0,1,0,0,0,0
4510,2000,Noroccidente,0,0,1,1,0,0,0,0,0,0,0,1,1,0
4511,2000,Noroccidente,0,1,0,0,1,0,0,0,1,1,0,0,0,0
4512,2000,Noroccidente,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4513,2000,Noroccidente,0,0,0,1,1,0,0,0,0,0,2,1,0,0
4514,2000,Noroccidente,0,1,1,0,1,0,0,2,0,1,1,1,0,0
4515,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4516,2000,Noroccidente,0,1,1,1,0,0,0,0,1,1,1,1,0,0
4517,2000,Noroccidente,0,1,0,0,0,1,1,1,0,0,1,1,0,0
4518,2000,Noroccidente,1,0,0,1,1,1,1,1,0,0,0,1,0,0
4519,2000,Noroccidente,0,2,0,0,0,1,0,3,0,0,1,1,0,0
4520,2000,Noroccidente,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4521,2000,Noroccidente,0,0,1,2,0,0,0,0,0,1,0,0,0,0
4522,2000,Noroccidente,0,0,1,0,1,0,0,1,0,0,1,1,0,0
4523,2000,Noroccidente,0,0,0,0,2,0,2,1,0,0,1,1,0,0
4524,2000,Noroccidente,1,0,1,1,2,1,1,1,1,0,1,1,1,1
4525,2000,Noroccidente,0,1,2,0,0,2,0,0,0,0,1,1,0,0
4526,2000,Noroccidente,2,0,0,1,0,0,0,0,1,1,0,0,0,0
4527,2000,Noroccidente,1,0,1,2,1,0,1,1,1,1,1,1,1,0
4528,2000,Noroccidente,0,0,1,1,0,0,0,0,2,1,0,1,0,0
4529,2000,Noroccidente,0,2,0,0,0,0,0,0,1,1,0,0,0,0
4530,2000,Noroccidente,0,0,0,0,0,1,1,0,0,0,0,1,0,0
4531,2000,Noroccidente,0,0,1,0,1,1,0,2,0,0,1,1,0,1
4532,2000,Noroccidente,0,2,1,0,1,1,0,0,0,1,1,0,0,0
4533,2000,Noroccidente,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4534,2000,Noroccidente,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4535,2000,Noroccidente,1,0,1,0,0,0,0,0,0,1,0,0,1,0
4536,2000,Noroccidente,0,2,0,1,0,0,0,0,0,1,0,0,0,0
4537,2000,Noroccidente,3,0,2,2,0,2,0,0,1,2,1,1,0,0
4538,2000,Noroccidente,1,0,1,0,1,1,0,1,0,0,1,1,0,0
4539,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,1,1
4540,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,1,1
4541,2000,Noroccidente,0,1,1,1,0,0,0,0,1,1,0,0,0,0
4542,2000,Noroccidente,1,0,0,2,1,1,0,1,0,0,1,1,0,0
4543,2000,Noroccidente,0,1,2,1,0,2,1,1,0,1,1,0,0,0
4544,2000,Noroccidente,1,0,2,0,0,0,0,0,1,1,0,0,0,0
4545,2000,Noroccidente,0,1,1,2,1,1,0,1,0,0,1,1,0,0
4546,2000,Noroccidente,1,0,1,1,0,0,0,0,0,1,1,0,0,0
4547,2000,Noroccidente,0,0,1,1,0,2,2,0,0,1,1,1,0,0
4548,2000,Noroccidente,0,0,1,0,0,2,1,0,0,1,1,1,0,0
4549,2000,Noroccidente,0,0,2,0,1,0,1,1,0,0,1,1,0,0
4550,2000,Noroccidente,0,0,0,0,2,0,1,0,0,0,0,0,1,1
4551,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4552,2000,Noroccidente,0,1,1,1,1,1,1,1,0,0,1,1,0,0
4553,2000,Noroccidente,0,0,0,0,0,0,0,1,2,1,0,0,1,1
4554,2000,Noroccidente,0,2,1,0,1,0,0,0,0,1,1,0,1,1
4555,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4556,2000,Noroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4557,2000,Noroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4558,2000,Noroccidente,0,1,0,2,2,1,0,0,0,1,1,0,0,0
4559,2000,Noroccidente,1,0,2,2,2,0,1,1,0,0,1,1,0,0
4560,2000,Noroccidente,1,3,0,1,0,0,0,0,2,2,0,0,0,0
4561,2000,Noroccidente,1,0,0,1,1,0,0,0,0,0,1,1,0,0
4562,2000,Noroccidente,2,0,0,0,0,0,0,1,1,0,0,0,0,0
4563,2000,Noroccidente,1,1,0,2,0,0,0,0,1,1,0,0,0,0
4564,2000,Noroccidente,0,0,0,1,0,1,0,0,0,0,0,1,1,0
4565,2000,Noroccidente,1,0,1,1,1,0,0,0,0,1,1,0,0,0
4566,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4567,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4568,2000,Noroccidente,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4569,2000,Noroccidente,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4570,2000,Noroccidente,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4571,2000,Noroccidente,0,1,1,2,0,0,0,0,0,0,1,1,0,0
4572,2000,Noroccidente,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4573,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4574,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4575,2000,Noroccidente,0,1,2,0,1,0,0,0,0,0,2,1,0,2
4576,2000,Noroccidente,0,0,0,0,0,0,0,0,1,1,0,1,1,1
4577,2000,Noroccidente,1,1,0,1,0,0,0,0,0,1,0,0,0,0
4578,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4579,2000,Noroccidente,0,0,0,0,0,0,1,0,0,1,0,1,0,1
4580,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4581,2000,Noroccidente,0,0,0,0,0,0,2,0,1,0,0,1,0,0
4582,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4583,2000,Noroccidente,0,0,0,1,2,0,0,0,0,0,1,1,0,0
4584,2000,Noroccidente,0,0,1,0,0,1,1,0,0,0,0,1,0,0
4585,2000,Noroccidente,1,0,2,0,1,0,0,0,0,0,1,1,0,0
4586,2000,Noroccidente,2,0,0,0,0,0,0,0,1,1,0,0,0,0
4587,2000,Noroccidente,0,0,0,0,0,0,0,0,2,0,1,1,1,1
4588,2000,Noroccidente,0,1,2,0,2,0,0,0,0,0,1,1,0,0
4589,2000,Noroccidente,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4590,2000,Noroccidente,1,1,1,1,1,1,0,1,0,0,1,1,0,0
4591,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4592,2000,Noroccidente,0,1,0,1,0,1,0,0,0,1,0,1,0,1
4593,2000,Noroccidente,0,0,0,0,1,1,1,0,2,1,0,0,1,1
4594,2000,Noroccidente,0,0,0,0,0,0,0,0,2,0,0,0,1,0
4595,2000,Noroccidente,1,2,2,0,1,1,0,1,0,0,1,1,0,0
4596,2000,Noroccidente,0,0,0,2,1,1,1,0,0,0,0,1,1,0
4597,2000,Noroccidente,0,2,1,0,1,0,0,0,1,1,0,0,0,0
4598,2000,Noroccidente,0,0,1,0,0,0,0,0,0,1,0,1,0,1
4599,2000,Noroccidente,0,1,0,1,0,0,0,3,1,0,0,1,1,0
4600,2000,Noroccidente,0,0,0,0,0,1,1,0,0,0,0,0,1,1
4601,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4602,2000,Noroccidente,1,0,1,0,1,0,0,2,1,0,1,1,0,0
4603,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4604,2000,Noroccidente,0,1,1,0,0,1,1,0,0,0,0,1,1,1
4605,2000,Noroccidente,2,1,0,0,0,0,0,0,1,1,0,0,0,1
4606,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4607,2000,Noroccidente,0,0,1,0,2,0,1,1,0,0,1,1,0,0
4608,2000,Noroccidente,0,0,3,0,2,0,0,1,0,0,0,1,0,0
4609,2000,Noroccidente,0,1,0,2,2,0,2,0,1,1,1,1,1,1
4610,2000,Noroccidente,0,1,0,0,1,0,1,2,1,0,1,1,0,0
4611,2000,Noroccidente,0,1,1,0,0,1,1,0,0,0,1,1,0,0
4612,2000,Noroccidente,1,1,1,0,2,0,0,0,0,1,1,1,1,1
4613,2000,Noroccidente,1,1,1,1,0,0,0,0,1,0,0,1,0,0
4614,2000,Noroccidente,0,0,0,0,2,0,0,0,1,0,1,1,0,0
4615,2000,Noroccidente,0,0,1,1,0,1,0,0,1,1,0,0,0,0
4616,2000,Noroccidente,0,0,0,0,0,2,0,1,1,0,0,0,1,1
4617,2000,Noroccidente,0,0,0,1,0,1,1,0,0,1,0,1,0,0
4618,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4619,2000,Noroccidente,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4620,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4621,2000,Noroccidente,2,0,0,2,1,1,0,0,0,1,1,0,0,0
4622,2000,Noroccidente,1,0,1,0,2,0,1,1,0,0,1,1,0,0
4623,2000,Noroccidente,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4624,2000,Noroccidente,0,0,0,0,1,2,0,0,0,0,0,1,0,0
4625,2000,Noroccidente,1,0,1,0,1,1,0,1,0,0,1,1,0,0
4626,2000,Noroccidente,1,1,0,1,1,0,0,0,1,1,0,0,0,0
4627,2000,Noroccidente,0,0,0,0,0,1,0,0,1,0,0,1,1,1
4628,2000,Noroccidente,0,0,0,0,0,3,1,1,2,1,0,1,1,0
4629,2000,Noroccidente,0,1,0,3,0,0,0,0,1,1,0,0,0,0
4630,2000,Noroccidente,0,0,0,0,0,0,0,0,0,2,0,0,1,1
4631,2000,Noroccidente,1,1,0,2,1,0,0,0,0,0,1,1,0,0
4632,2000,Noroccidente,0,0,1,0,0,0,0,0,1,1,0,0,0,1
4633,2000,Noroccidente,0,1,0,1,0,0,0,0,1,1,0,0,0,0
4634,2000,Noroccidente,1,0,0,0,0,0,0,0,1,1,0,0,1,1
4635,2000,Noroccidente,0,1,0,0,0,2,0,0,0,0,1,1,0,0
4636,2000,Noroccidente,1,1,0,1,1,1,0,0,0,0,0,1,1,0
4637,2000,Noroccidente,0,0,0,1,0,0,0,2,0,2,0,1,1,0
4638,2000,Noroccidente,0,0,0,1,0,0,1,0,2,0,0,1,0,0
4639,2000,Noroccidente,1,1,3,0,0,0,0,1,1,0,0,1,1,1
4640,2000,Noroccidente,0,1,1,0,1,0,0,0,0,1,1,0,0,0
4641,2000,Noroccidente,0,0,0,0,0,2,0,0,1,0,0,1,0,0
4642,2000,Noroccidente,0,0,0,0,0,0,1,1,0,0,1,1,0,0
4643,2000,Noroccidente,0,0,1,0,0,1,0,0,0,1,1,0,0,0
4644,2000,Noroccidente,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4645,2000,Noroccidente,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4646,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4647,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,2,1,0,0
4648,2000,Noroccidente,0,0,0,0,1,1,0,0,0,1,1,1,0,0
4649,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,1
4650,2000,Noroccidente,0,0,0,0,0,0,3,0,2,0,0,0,1,1
4651,2000,Noroccidente,1,0,0,0,0,0,1,0,1,1,0,0,0,1
4652,2000,Noroccidente,0,0,0,0,1,0,0,1,0,1,0,0,1,0
4653,2000,Noroccidente,1,0,1,0,1,0,1,0,0,0,1,1,0,0
4654,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4655,2000,Noroccidente,0,0,1,0,1,0,0,1,1,0,1,1,0,0
4656,2000,Noroccidente,1,1,0,0,0,0,0,1,1,0,0,1,0,0
4657,2000,Noroccidente,1,0,1,0,0,0,0,0,0,1,0,0,1,1
4658,2000,Noroccidente,1,0,1,0,0,0,0,0,1,1,0,0,0,0
4659,2000,Noroccidente,0,0,0,1,0,1,1,0,1,0,0,1,0,0
4660,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4661,2000,Noroccidente,0,0,0,0,0,0,0,2,0,0,1,1,0,0
4662,2000,Noroccidente,1,0,2,0,1,0,1,1,0,0,1,1,0,0
4663,2000,Noroccidente,0,1,1,1,0,1,0,0,0,1,1,1,0,1
4664,2000,Noroccidente,0,2,0,0,1,0,0,0,2,2,0,1,0,1
4665,2000,Noroccidente,0,0,3,1,1,1,1,0,1,0,1,1,0,0
4666,2000,Noroccidente,1,1,0,0,0,0,2,2,0,1,0,1,0,0
4667,2000,Noroccidente,0,0,2,0,0,1,1,0,0,0,0,1,2,0
4668,2000,Noroccidente,0,1,1,1,1,0,2,1,0,0,1,1,0,0
4669,2000,Noroccidente,0,4,0,0,0,0,2,3,1,1,0,0,1,1
4670,2000,Noroccidente,1,0,1,0,0,1,0,0,0,1,1,0,0,0
4671,2000,Noroccidente,0,0,0,3,0,0,0,0,0,1,0,0,0,0
4672,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,2
4673,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4674,2000,Noroccidente,0,0,0,1,0,0,1,0,1,0,1,1,0,0
4675,2000,Noroccidente,0,0,1,0,0,0,1,1,0,1,1,1,0,0
4676,2000,Noroccidente,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4677,2000,Noroccidente,0,1,0,0,0,0,0,0,0,0,1,1,0,0
4678,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4679,2000,Noroccidente,1,2,1,2,0,0,0,0,1,1,0,0,0,0
4680,2000,Noroccidente,0,0,0,0,0,0,0,0,2,1,0,1,0,1
4681,2000,Noroccidente,1,0,0,0,0,1,1,1,1,2,0,1,0,0
4682,2000,Noroccidente,2,3,1,2,0,1,2,2,1,2,1,1,0,0
4683,2000,Noroccidente,0,0,0,0,0,0,0,0,1,1,0,0,1,1
4684,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4685,2000,Noroccidente,0,0,0,0,2,0,0,0,0,0,0,1,1,1
4686,2000,Noroccidente,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4687,2000,Noroccidente,2,0,1,1,0,0,0,0,1,2,0,1,1,1
4688,2000,Noroccidente,0,0,2,0,0,2,1,0,0,0,1,1,0,1
4689,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4690,2000,Noroccidente,1,0,1,1,0,0,0,0,1,1,0,0,0,0
4691,2000,Noroccidente,0,0,0,0,0,1,0,1,0,0,0,1,1,1
4692,2000,Noroccidente,1,1,0,0,0,0,0,0,0,1,0,1,0,0
4693,2000,Noroccidente,0,0,0,1,2,1,0,0,0,0,1,1,0,0
4694,2000,Noroccidente,1,0,0,0,0,0,0,0,1,2,1,0,1,1
4695,2000,Noroccidente,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4696,2000,Noroccidente,0,0,1,0,0,1,0,0,0,1,1,0,0,0
4697,2000,Noroccidente,0,0,1,1,1,0,0,0,0,0,0,1,0,0
4698,2000,Noroccidente,0,1,0,0,0,0,0,1,1,1,0,0,1,1
4699,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4700,2000,Noroccidente,1,0,0,0,0,0,2,0,1,1,0,0,1,1
4701,2000,Noroccidente,0,0,1,0,2,1,0,1,1,0,1,1,0,0
4702,2000,Noroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4703,2000,Noroccidente,0,1,1,0,0,0,0,0,0,1,1,0,0,0
4704,2000,Noroccidente,2,1,1,2,0,1,0,1,0,0,1,1,1,1
4705,2000,Noroccidente,1,0,0,0,0,0,1,0,1,1,0,1,0,0
4706,2000,Noroccidente,0,0,1,0,0,1,0,2,0,1,1,1,0,0
4707,2000,Noroccidente,1,1,1,1,0,1,1,1,0,0,1,1,0,0
4708,2000,Noroccidente,1,0,2,1,0,0,1,0,1,2,0,0,0,1
4709,2000,Noroccidente,1,0,0,1,0,0,0,0,1,1,0,0,0,1
4710,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,2,0,1
4711,2000,Noroccidente,0,2,0,2,0,0,0,0,0,1,0,0,0,0
4712,2000,Noroccidente,1,1,1,0,1,1,0,2,0,2,1,1,0,0
4713,2000,Noroccidente,0,0,0,1,1,1,0,0,0,1,0,1,1,0
4714,2000,Noroccidente,1,0,2,0,1,1,0,0,1,1,0,0,0,0
4715,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4716,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4717,2000,Noroccidente,1,1,1,1,0,2,0,1,0,0,0,2,0,1
4718,2000,Noroccidente,0,0,0,0,1,1,0,2,1,0,1,1,0,0
4719,2000,Noroccidente,0,0,0,0,2,0,0,0,2,1,0,0,1,1
4720,2000,Noroccidente,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4721,2000,Noroccidente,0,2,0,1,2,1,0,1,0,0,1,1,0,0
4722,2000,Noroccidente,0,0,0,0,1,0,1,0,1,0,0,1,1,1
4723,2000,Noroccidente,2,0,1,0,0,0,0,0,1,1,0,0,0,0
4724,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4725,2000,Noroccidente,1,2,0,0,0,0,0,0,1,1,0,0,0,0
4726,2000,Noroccidente,2,0,1,1,1,1,0,1,0,0,1,1,0,1
4727,2000,Noroccidente,2,0,0,2,0,2,0,0,0,0,1,1,0,0
4728,2000,Noroccidente,0,0,0,1,1,1,0,0,0,0,1,1,0,1
4729,2000,Noroccidente,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4730,2000,Noroccidente,0,2,0,2,0,1,0,1,2,2,1,1,0,0
4731,2000,Noroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4732,2000,Noroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4733,2000,Noroccidente,0,2,0,2,0,1,0,0,0,0,1,1,0,0
4734,2000,Noroccidente,0,0,1,0,1,1,0,0,0,0,1,1,1,1
4735,2000,Noroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4736,2000,Noroccidente,0,0,0,0,1,0,0,1,0,0,1,1,0,0
4737,2000,Noroccidente,1,0,0,0,0,2,1,1,0,0,1,1,0,0
4738,2000,Noroccidente,0,0,1,1,0,1,0,0,0,0,0,1,0,0
4739,2000,Noroccidente,0,3,1,0,0,1,0,0,2,2,0,1,1,0
4740,2000,Noroccidente,0,1,0,2,0,1,2,2,0,1,1,0,1,1
4741,2000,Noroccidente,1,1,1,1,0,0,1,1,1,1,1,1,0,1
4742,2000,Noroccidente,0,0,1,0,1,1,0,0,0,1,0,0,0,0
4743,2000,Noroccidente,1,1,0,2,1,1,0,0,0,1,1,0,0,0
4744,2000,Noroccidente,0,0,0,0,0,1,0,2,0,0,0,0,0,1
4745,2000,Noroccidente,1,1,1,1,0,1,1,0,1,1,0,0,0,1
4746,2000,Noroccidente,1,2,0,2,1,0,0,1,0,1,1,1,0,0
4747,2000,Noroccidente,2,0,1,0,0,0,1,1,1,1,0,1,0,0
4748,2000,Noroccidente,0,0,1,1,0,0,1,0,0,3,0,1,0,0
4749,2000,Noroccidente,0,2,3,1,0,0,0,0,0,1,0,0,0,0
4750,2000,Noroccidente,1,1,1,1,1,0,0,0,0,0,1,1,0,0
4751,2000,Noroccidente,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4752,2000,Noroccidente,0,1,0,1,0,1,0,1,0,0,0,1,0,0
4753,2000,Noroccidente,0,2,1,0,0,1,0,2,0,2,0,0,1,1
4754,2000,Noroccidente,0,0,0,1,0,0,0,1,0,0,0,1,0,0
